AirportId,AirportName,LatD,LatM,LatS,LongD,LongM,LongS
09AZ,"STRONGHOLD",31,55,31.2000,-110,02,17.4000
SJN,"ST JOHNS INDUSTRIAL AIR PARK",34,31,06.8000,-109,22,43.5000
2AZ1,"INDIAN HILLS AIRPARK",33,45,33.1110,-113,36,55.7450
0AZ2,"WESTERN SKY AIRPARK",33,46,41.0000,-113,38,30.0000
AZ40,"SHEEPY HOLLOW RANCH",33,47,14.7000,-113,38,32.7000
4AZ7,"SAN CARLOS",33,22,40.2040,-110,27,42.3600
44A,"ROLLE AIRFIELD",32,30,58.7000,-114,41,54.2000
E77,"SAN MANUEL",32,38,11.1850,-110,38,50.2356
SDL,"SCOTTSDALE",33,37,22.4000,-111,54,37.9000
32AZ,"SCOTTSDALE HEALTHCARE THOMPSON PEAK HOSP",33,40,12.0000,-111,55,20.0000
AZ96,"SCOTTSDALE MEMORIAL HOSPITAL-NORTH",33,29,17.4100,-111,55,20.0000
5AZ0,"LYON AVIATION ROOFTOP",33,37,31.0000,-111,55,19.0000
6AZ0,"LYON AVIATION SOUTH RAMP",33,37,28.2000,-111,55,16.8000
7AZ0,"AVIATION RAMP AREA",33,37,30.5000,-111,55,18.2000
81AZ,"HANGAR 5",33,37,56.0800,-111,54,23.8000
SEZ,"SEDONA",34,50,54.9000,-111,47,18.4000
5AZ8,"SEDONA MEDICAL CAMPUS",34,51,20.0000,-111,49,24.0000
P23,"SELIGMAN",35,20,06.2700,-112,53,11.3900
52AZ,"X-1 RANCH UPPER HEADQUARTERS",35,22,59.9950,-113,18,02.7410
E78,"SELLS",31,55,57.3000,-111,53,39.3000
61AZ,"WHITE MOUNTAIN",34,22,11.0000,-109,41,50.0000
SOW,"SHOW LOW RGNL",34,15,55.7000,-110,00,20.4000
21AZ,"WHITE MOUNTAIN LAKE",34,21,08.1430,-109,58,12.3960
AZ75,"SUMMIT HEALTHCARE RGNL MEDICAL CENTER",34,12,09.9800,-110,01,07.7900
AZ89,"SIERRA VISTA RGNL HEALTH CENTER",31,33,06.7700,-110,16,17.9400
1AZ6,"SKYLINE AIR RANCH",31,33,24.0000,-110,06,39.0000
16AZ,"YAV'PE MA'TA",34,30,32.0880,-112,40,47.6350
3AZ8,"HIGH MESA AIRPARK",32,45,44.2410,-109,39,12.2820
54AZ,"SOMERTON",32,36,03.1840,-114,39,56.8320
AZ19,"C & L RANCH",31,44,16.0000,-110,37,35.0000
JTC,"SPRINGERVILLE MUNI",34,07,45.9000,-109,18,39.1000
55AZ,"POTTERS FIELD",32,52,26.1910,-111,57,35.4890
AZ61,"G M RANCH",32,54,06.1780,-112,14,16.5210
5AZ7,"CARRANZA FARM AIRSTRIP",32,50,50.0000,-111,57,00.0000
AZ08,"BOSWELL MEMORIAL HOSPITAL",33,36,13.9400,-112,16,57.1300
AR31,"C ANDREW LAIRD",33,36,50.1400,-112,16,22.5660
3AZ6,"BANNER DEL E WEBB MEDICAL CENTER",33,39,33.6600,-112,22,24.5400
AZ15,"LAVA FALLS",36,11,29.9330,-113,05,32.7370
E81,"SUPERIOR MUNI",33,16,40.2020,-111,07,37.4340
4AZ1,"MOULDER",33,45,12.0000,-112,24,59.0000
TYL,"TAYLOR",34,27,09.8000,-110,06,54.1000
AZ73,"TEMPE ST LUKE'S HOSPITAL",33,24,47.1800,-111,56,27.4600
3AZ7,"THE BUTTES IN TEMPE",33,24,12.1640,-111,58,23.5200
AZ59,"CROSS CUT",33,26,30.1610,-111,57,00.5180
U30,"TEMPLE BAR",36,01,13.6000,-114,20,05.7000
1AZ1,"BOULAIS",33,30,54.1480,-112,15,21.5590
1AZ7,"S R P TOLLESON CENTER",33,26,59.1530,-112,13,47.5530
P29,"TOMBSTONE MUNI",31,40,16.7000,-110,01,17.5000
4AZ4,"FORT OMOTSE",31,36,02.0000,-110,04,07.0000
6AZ7,"TOON TAIL",33,30,10.0000,-112,47,09.0000
56AZ,"MAULDIN AIRSTRIP",33,28,55.1400,-113,00,07.6590
AZ85,"TONOPAH",33,32,02.1370,-112,57,36.6510
99AZ,"EAGLETAIL RANCH",33,23,44.0000,-113,13,23.0000
43AZ,"MTAS 1",33,23,52.6300,-113,12,54.5300
13AZ,"WALTENBERRY FIELD",33,32,06.0000,-112,51,12.5000
T03,"TUBA CITY",36,05,33.5000,-111,22,59.1000
74AZ,"RANCHO SAN MARCOS",31,37,10.6000,-110,02,50.5000
AZ37,"TUCSON MEDICAL CENTER",32,15,05.8700,-110,52,45.5900
AZ84,"PIMA COUNTY SHERIFF'S",32,10,19.2770,-110,56,49.3270
5AZ5,"SAGUARO",32,10,44.0000,-110,44,23.0000
5AZ4,"UNIVERSITY MEDICAL CENTER HOSPITAL",32,14,31.1500,-110,56,47.0700
70AZ,"RGNL PUBLIC SAFETY TRAINING ACADEMY",32,04,03.0000,-110,51,07.0000
6AZ8,"FLYING DIAMOND",31,56,28.0000,-111,07,13.0000
AVQ,"MARANA RGNL",32,24,34.4000,-111,13,06.2000
65AZ,"ST MARY'S HELISTOP",32,13,41.9400,-110,59,57.6700
AZ67,"EL TIRO",32,25,37.2530,-111,23,22.3960
TUS,"TUCSON INTL",32,06,57.9000,-110,56,27.7000
DMA,"DAVIS MONTHAN AFB",32,09,58.9119,-110,52,59.4109
57AZ,"LA CHOLLA AIRPARK",32,26,53.0218,-111,00,06.3713
RYN,"RYAN FIELD",32,08,32.0000,-111,10,28.5000
AZ18,"MADISON AVIATION",35,58,29.9430,-112,07,52.6070
AZ06,"DUSTY WINGS FIELD",32,47,10.8100,-113,56,18.9600
AZ01,"OUTBACK RANCH AIRSTRIP",33,50,52.0000,-113,34,13.0000
AZ50,"TRIANGLE AIRPARK",35,42,59.0000,-114,28,48.0000
E24,"WHITERIVER",33,48,38.1900,-109,59,08.6770
1Z1,"GRAND CANYON BAR TEN AIRSTRIP",36,15,23.4000,-113,13,51.2000
23AZ,"MORETON AIRPARK",34,01,10.1020,-112,49,32.6490
AZ64,"RIO VISTA HILLS",33,57,08.1100,-112,41,11.6340
AZ93,"TOYOTA ARIZONA PROVING GROUND",33,44,34.3900,-112,46,06.6900
E25,"WICKENBURG MUNI",33,58,14.2656,-112,47,42.3233
AZ16,"NORTHERN COCHISE COMMUNITY HOSPITAL",32,15,52.3400,-109,50,16.4300
AZ14,"AMMON",32,01,29.0000,-109,57,35.0000
93AZ,"INDE MOTORSPORTS RANCH",32,13,28.7500,-110,00,28.1500
4AZ9,"LEROY",32,06,47.0000,-109,45,42.0000
P33,"COCHISE COUNTY",32,14,43.5000,-109,53,40.7000
CMR,"H A CLARK MEMORIAL FIELD",35,18,19.8000,-112,11,39.7000
AZ77,"SUNRISE RANCH",35,14,18.0400,-111,56,08.5870
RQE,"WINDOW ROCK",35,39,07.4000,-109,04,02.6000
INW,"WINSLOW-LINDBERGH RGNL",35,01,18.1000,-110,43,22.5000
AZ65,"PALO VERDE NUCLEAR GENERATING STATION",33,23,21.1460,-112,51,38.6330
24AZ,"PLEASANT VALLEY AIRSTRIP",34,09,29.1510,-110,56,07.4490
58AZ,"CHAPMAN RANCH AIRSTRIP",34,05,37.0000,-110,55,58.0000
AZ11,"PLEASANT VALLEY MEDICAL CENTER",34,06,08.6900,-110,57,37.2100
AZ34,"MASSEY FARM",34,41,29.1400,-114,05,51.8600
NYL,"YUMA MCAS/YUMA INTL",32,39,23.6660,-114,36,21.5540
05AZ,"YUMA RGNL MEDICAL CENTER",32,41,01.0400,-114,38,06.2100
LGF,"LAGUNA AAF (YUMA PROVING GROUND)",32,51,52.5063,-114,23,34.7198
2CA9,"CASTLE DOME AHP",33,01,00.1440,-114,16,02.7940
26CN,"VINCENT SUBSTATION",34,29,12.3000,-118,06,57.2300
0CL1,"KREY FIELD",34,34,09.9700,-117,33,20.0000
11CL,"HANSEN",34,37,47.9640,-117,39,12.2070
CA12,"IPP ADELANTO",34,32,54.4500,-117,26,10.7900
52CL,"ADELANTO",34,32,14.9750,-117,27,38.1750
A26,"ADIN",41,11,11.4000,-120,57,15.8000
L54,"AGUA CALIENTE SPRINGS",32,57,20.5000,-116,17,41.0000
L70,"AGUA DULCE",34,30,09.2500,-118,18,52.7200
CL59,"CAMP 11",34,26,17.2400,-118,17,15.9300
9CA9,"SANTA FE INTL CORP",34,04,53.0900,-118,09,00.0000
CA08,"SCE ENERGY CONTROL CENTER",34,05,00.6000,-118,08,38.9900
1CA6,"ON THE ROCKS",32,45,54.1950,-116,43,21.0740
AAT,"ALTURAS MUNI",41,28,58.7000,-120,33,55.4000
A24,"CALIFORNIA PINES",41,24,44.1350,-120,41,01.9900
CA06,"BATES FIELD",41,25,03.9500,-120,34,09.2200
CL45,"NORTH NET TRAINING AUTHORITY",33,47,42.1600,-117,52,51.6400
3CN4,"KAISER PERMANENTE ANAHEIM MEDICAL CENTER",33,51,07.0000,-117,50,43.1400
CN43,"ANAHEIM CANYON TOWER",33,51,35.7300,-117,51,00.7800
53CL,"LOFTY REDWOODS",38,51,34.6710,-123,35,26.0430
16CL,"MOTHER LODE SERVICE CENTER",38,05,04.5000,-120,32,16.7000
2O3,"ANGWIN-PARRETT FIELD",38,34,48.1000,-122,26,07.7000
54CL,"LAKE RIVERSIDE ESTATES",33,31,15.1050,-116,47,48.0760
APV,"APPLE VALLEY",34,34,31.2000,-117,11,10.3000
27CA,"HOLIDAY RANCH",34,33,39.9830,-117,04,50.1420
79CA,"ST MARY DESERT VALLEY HOSPITAL",34,32,35.6000,-117,15,52.1100
55CL,"STRAIN RANCH",39,03,11.0000,-122,05,44.0000
ACV,"ARCATA",40,58,40.2000,-124,06,30.5000
5CL8,"CREEKSIDE",35,10,34.1000,-118,55,23.3360
5CL9,"TABLE MOUNTAIN FIELD",37,08,28.8000,-119,30,28.5000
CL91,"AUBERRY HYDRO SERVICE CENTER",37,03,56.0000,-119,29,02.9000
AUN,"AUBURN MUNI",38,57,17.4000,-121,04,54.2000
8CA2,"AUBURN CAL FIRE",38,56,02.7000,-121,03,13.5300
AVX,"CATALINA",33,24,17.9900,-118,24,56.7700
L11,"PEBBLY BEACH",33,20,18.1030,-118,18,43.2590
CA69,"AVENAL",36,00,14.8410,-120,08,32.4990
0O2,"BAKER",35,17,10.6000,-116,04,52.9000
L45,"BAKERSFIELD MUNI",35,19,29.5000,-118,59,45.7000
28CN,"SAN JOAQUIN COMMUNITY HOSPITAL",35,22,59.6000,-119,01,14.9000
CL61,"KERN MEDICAL",35,22,56.7000,-118,58,10.6000
CL60,"MEMORIAL HOSPITAL",35,23,28.7000,-119,00,22.8000
81CA,"SKYDIVE SAN JOAQUIN VALLEY",35,05,52.0000,-119,04,16.0000
BFL,"MEADOWS FIELD",35,26,01.9000,-119,03,27.6000
7CA2,"PARADISE LAKES",35,10,36.0000,-118,55,38.0000
7CA5,"BALCH CAMP",36,54,23.7000,-119,07,42.5000
BNG,"BANNING MUNI",33,55,21.2000,-116,51,03.5000
60CN,"SAN GORGONIO MEMORIAL HOSPITAL",33,55,50.7900,-116,56,34.3000
5CA4,"LUDLOW",34,43,43.5700,-116,09,31.2300
CL17,"BARSTOW COMMUNITY HOSPITAL",34,53,33.1600,-117,01,04.0900
5CA2,"ORD MOUNTAIN",34,40,31.5000,-116,48,55.2000
9CA1,"BARSTOW SERVICE CENTER",34,52,30.5700,-116,59,45.5000
00CA,"GOLDSTONE /GTS/",35,21,01.8920,-116,53,18.1290
73CA,"BEAR VALLEY",38,27,31.6820,-120,02,23.6710
O02,"NERVINO",39,49,06.7000,-120,21,10.1000
CN26,"RODGERS FLAT",39,57,43.5000,-121,16,38.9000
O55,"SOUTHARD FIELD",41,08,22.3450,-121,07,26.5800
L35,"BIG BEAR CITY",34,15,49.6000,-116,51,21.7000
CN45,"BEAR VALLEY HOSPITAL",34,14,48.7700,-116,53,16.4500
CN28,"BIG CREEK HELISTOP",37,12,03.1700,-119,15,10.5400
00CL,"WILLIAMS AG",39,25,37.8800,-121,45,48.3400
CL23,"JONES/AG-VIATION",39,27,34.5920,-121,41,45.9050
BIH,"BISHOP",37,22,23.2000,-118,21,49.0000
4CL7,"INYO COUNTY SHERIFF SEARCH & RESCUE",37,21,56.5000,-118,22,02.7000
9CA6,"NORTH VALLEY",37,52,08.7490,-118,05,42.3930
56CL,"CYR AVIATION",33,35,31.0890,-114,36,19.8430
20CA,"CLAYTON",33,36,13.1700,-114,38,40.4200
44CA,"W R BYRON",33,40,45.0810,-114,38,36.8520
80CL,"BLYTHE SERVICE CENTER",33,36,17.7000,-114,36,08.2000
BLH,"BLYTHE",33,37,09.0000,-114,43,00.8000
D83,"BOONVILLE",39,00,50.2301,-123,22,53.5917
28CL,"BORAX",35,01,52.3000,-117,42,15.3000
57CL,"BORON AIRSTRIP",35,00,12.9120,-117,36,25.2110
L08,"BORREGO VALLEY",33,15,32.5000,-116,19,15.5000
58CL,"BORREGO AIR RANCH",33,11,30.9400,-116,16,48.3700
BWC,"BRAWLEY MUNI",32,59,34.5750,-115,31,02.1480
9CA2,"PIONEERS MEMORIAL HOSPITAL",32,57,30.4000,-115,33,11.1000
4CA2,"FUNNY FARM",37,56,48.7200,-121,38,50.8300
O57,"BRYANT FIELD",38,15,52.7531,-119,13,21.8320
CN10,"MONO COUNTY MEDICAL",38,15,08.5000,-119,13,48.7000
7CL4,"MCMWTC",38,21,20.0500,-119,31,07.6400
2CL1,"BROWNSVILLE",39,27,18.8000,-121,17,29.9000
60CL,"CHP ACADEMY",38,35,55.6580,-121,33,37.8430
BUR,"BOB HOPE",34,12,02.5000,-118,21,31.2000
CA95,"ST JOSEPH MEDICAL CENTER",34,09,19.0700,-118,19,40.4400
CA01,"BURNEY SHERIFF'S STATION",40,53,06.4500,-121,40,09.9100
34CL,"BURNEY SERVICE CENTER",40,53,36.9600,-121,39,04.8300
L62,"ELK HILLS-BUTTONWILLOW",35,21,12.4000,-119,28,47.0000
C83,"BYRON",37,49,42.4000,-121,37,33.0000
CA90,"CADIZ AIRSTRIP",34,30,50.0000,-115,31,10.0000
CL62,"STATION 125",34,09,05.4700,-118,41,51.9200
05CA,"LOST HILLS SHERIFF'S STATION",34,08,11.5000,-118,42,52.8500
CXL,"CALEXICO INTL",32,40,02.8000,-115,31,03.3000
62CL,"FLYING S RANCH",35,24,25.8450,-118,30,00.3120
L71,"CALIFORNIA CITY MUNI",35,09,04.5000,-118,01,00.0000
CLR,"CLIFF HATFIELD MEMORIAL",33,07,52.8000,-115,31,17.0000
CA38,"TOTEM POLE RANCH",39,39,04.6480,-120,26,18.7590
CMA,"CAMARILLO",34,12,49.5000,-119,05,39.7000
66CA,"RANCHO SAN SIMEON",35,36,27.8940,-121,06,36.6960
O61,"CAMERON AIRPARK",38,41,02.4000,-120,59,15.1000
SYL,"ROBERTS AHP",35,48,53.8790,-120,44,37.6250
CA62,"MC MILLAN",35,43,08.8860,-120,46,04.6290
CSL,"O'SULLIVAN AHP",35,19,59.9070,-120,44,03.6250
CN27,"HUGHES/CANOGA PARK",34,13,17.3900,-118,37,37.6200
63CL,"G3 RANCH",38,42,59.6520,-122,08,18.9040
CRQ,"MC CLELLAN-PALOMAR",33,07,41.7000,-117,16,48.3000
4CL5,"MERCY SAN JUAN HOSPITAL",38,40,08.9500,-121,18,51.7900
33CN,"PLATFORM HILLHOUSE",34,19,52.0000,-119,36,15.5000
8CA7,"PLATFORM HENRY",34,19,59.0000,-119,33,40.4000
49CA,"DCOR PLATFORM HABITAT",34,17,12.0000,-119,35,20.4000
64CL,"GOODYEAR BLIMP BASE",33,51,18.0000,-118,16,34.2000
7L1,"CARSON SHERIFF STATION",33,50,03.5800,-118,15,43.6800
65CL,"AL DIVINE",36,30,51.8190,-119,45,50.4950
CL63,"CASTAIC DAM",34,31,02.9000,-118,36,01.1800
0CA1,"SUTTER MEDICAL CENTER CASTRO VALLEY",37,41,56.0000,-122,05,21.0000
39CA,"SCE PALM SPRINGS DISTRICT",33,47,11.6800,-116,27,51.8900
O59,"CEDARVILLE",41,33,13.0000,-120,09,56.2000
CL89,"MGA CHATSWORTH",34,14,19.7900,-118,34,10.2100
CL26,"OMNINET WEST VALLEY LP",34,14,19.0400,-118,33,57.3100
49X,"CHEMEHUEVI VALLEY",34,31,44.0000,-114,25,55.1000
O05,"ROGERS FIELD",40,16,56.5000,-121,14,28.2000
5Q2,"USFS CHESTER",40,17,18.5830,-121,14,35.8740
CIC,"CHICO MUNI",39,47,43.4000,-121,51,30.3000
CL37,"ENLOE HOSPITAL",39,44,31.0000,-121,51,01.0000
4CA7,"JOHNSEN",39,40,14.5800,-121,53,08.9200
CA11,"BODAD",39,59,49.9700,-120,13,00.6850
CL56,"RANCHAERO",39,43,10.2765,-121,52,13.7835
NID,"CHINA LAKE NAWS (ARMITAGE FLD)",35,41,08.3144,-117,41,30.5444
CNO,"CHINO",33,58,29.2055,-117,38,11.3382
L77,"CHIRIACO SUMMIT",33,39,53.3200,-115,42,37.4900
2O6,"CHOWCHILLA",37,06,47.8000,-120,14,49.2000
67CA,"CHAPMAN FARMS",37,04,21.8010,-120,22,41.6400
0CL3,"JOHN NICHOL'S FIELD",32,37,59.2030,-116,53,35.0810
2CL0,"COMMERCE BUSINESS PARK",33,59,15.2500,-118,09,41.3200
7L5,"L A COUNTY SHERIFF'S DEPARTMENT",34,01,28.2000,-117,57,29.2000
9CA3,"RECREATION AND CONFERENCE CENTER",34,01,13.8400,-117,55,38.6000
40CA,"CITY OF INDUSTRY CIVIC FINANCIAL CENTER",34,01,28.4500,-117,57,33.4800
6CN5,"LOS ALTOS",34,03,19.9000,-117,59,33.5000
CL87,"HADDICKS",34,01,38.7200,-117,58,00.2800
CN13,"BORGES - CLARKSBURG",38,26,35.7000,-121,30,31.9000
CL53,"ST HELENA HOSPITAL CLEARLAKE",38,55,44.4500,-122,36,54.2800
O60,"CLOVERDALE MUNI",38,46,34.6000,-122,59,33.4000
CL24,"KINDSVATER RANCH",36,50,59.8210,-119,30,36.4750
7CL2,"ROGERS HELICOPTERS INC",36,49,26.5000,-119,40,03.3000
3O8,"HARRIS RANCH",36,14,53.2000,-120,14,18.5000
C80,"NEW COALINGA MUNI",36,09,43.6000,-120,17,41.4000
4CL9,"ARROWHEAD RGNL MEDICAL CENTER",34,04,29.2300,-117,20,57.7000
O22,"COLUMBIA",38,01,49.5000,-120,24,52.4000
67CL,"DAVIS",39,12,03.6050,-122,02,54.9040
3CA3,"BEHRING RANCH",39,20,28.7200,-121,57,03.3600
O08,"COLUSA COUNTY",39,10,44.4019,-121,59,36.0124
CPM,"COMPTON/WOODLEY",33,53,23.7000,-118,14,37.7000
CCR,"BUCHANAN FIELD",37,59,22.8000,-122,03,24.8000
60CA,"Q AREA",38,02,42.5100,-122,00,26.2400
CRO,"CORCORAN",36,06,09.5000,-119,35,40.8000
24CL,"SALYER FARMS",36,05,19.2200,-119,32,29.8600
0O4,"CORNING MUNI",39,56,46.0000,-122,10,16.0000
AJO,"CORONA MUNI",33,53,51.5547,-117,36,08.7831
CL16,"TURNER FIELD/AMPHIBIOUS BASE",32,40,41.8700,-117,09,20.0600
10CL,"CENTERPORT",33,40,18.0900,-117,52,29.1400
42CL,"COSTA MESA POLICE DEPARTMENT",33,39,46.3900,-117,54,14.1900
1CA7,"L A TIMES COSTA MESA",33,41,34.6000,-117,55,00.8500
83CA,"THE MET",33,41,18.5700,-117,52,40.6300
68CA,"LAKE CALIFORNIA AIR PARK",40,21,40.0000,-122,12,57.0000
CA04,"FLYING N RANCH",40,20,46.5510,-122,20,20.0140
O09,"ROUND VALLEY",39,47,25.8000,-123,15,58.8000
CEC,"JACK MC NAMARA FIELD",41,46,48.6000,-124,14,11.5000
CA93,"CROWS LANDING",37,24,28.7660,-121,06,33.7540
CL25,"7R RANCH",34,56,07.9050,-119,27,06.4330
5CN4,"VOSBURGH AIRFIELD",34,55,25.0800,-119,34,17.4000
DAG,"BARSTOW-DAGGETT",34,51,13.4000,-116,47,12.1000
CL18,"DANBY AIRSTRIP",34,33,17.9970,-115,21,21.9380
17CL,"LAS TRANCAS",37,05,16.8120,-122,16,24.8950
69CL,"MEDLOCK FIELD",38,36,55.6600,-121,44,50.8640
DWA,"YOLO COUNTY",38,34,45.8000,-121,51,25.0000
EDU,"UNIVERSITY",38,31,53.2585,-121,47,11.3225
70CL,"AMARGOSA",36,17,44.8410,-116,25,33.1490
L06,"FURNACE CREEK",36,27,37.8000,-116,52,47.3000
L09,"STOVEPIPE WELLS",36,36,13.8000,-117,09,33.2000
DLO,"DELANO MUNI",35,44,44.0000,-119,14,11.4000
5CA6,"SAN JOAQUIN HELICOPTERS",35,47,29.1000,-119,13,53.7100
0CN1,"FIORINI RANCH",37,27,07.8400,-120,45,53.1300
71CL,"GUNNERSFIELD RANCH",39,21,09.5910,-122,05,37.9160
CN64,"DESERT CENTER",33,44,51.8000,-115,19,30.9000
72CL,"IRON MOUNTAIN PUMPING PLANT",34,08,03.0410,-115,07,08.9180
73CL,"JULIAN HINDS PUMP PLANT AIRSTRIP",33,41,56.0670,-115,38,12.9580
29CA,"LANDELLS",33,55,17.9000,-116,27,12.4900
91CA,"DEVERS SUBSTATION",33,56,23.7100,-116,34,29.5000
08CA,"PG & E CO PLACERVILLE SVC CENTER",38,41,42.8000,-120,49,33.8000
D63,"DINSMORE",40,29,31.3000,-123,35,53.6000
13CL,"MAINE PRAIRIE",38,22,52.6760,-121,49,24.8610
A32,"BUTTE VALLEY",41,53,14.1000,-121,58,32.1000
CL01,"EAGLE FIELD",36,53,59.8140,-120,40,03.6570
28CA,"DOS PALOS",36,57,44.8100,-120,37,48.6580
CA71,"HORSE SHOE A RANCH",38,26,24.0000,-120,53,13.0000
77CL,"BAKER & HALL",36,43,03.8120,-119,08,13.4080
1O6,"DUNSMUIR MUNI-MOTT",41,15,46.5100,-122,16,19.3350
6CL2,"WHITE PINE",41,19,49.6000,-120,05,50.8000
EDW,"EDWARDS AFB",34,54,29.1182,-117,53,07.9027
9L2,"EDWARDS AF AUX NORTH BASE",34,59,26.8250,-117,51,47.4900
NJK,"EL CENTRO NAF",32,49,35.8746,-115,40,06.8161
76CN,"EL CENTRO RGNL MEDICAL CENTER",32,46,47.5000,-115,34,07.0000
23CN,"DOUTHITT STRIP",32,47,20.1990,-115,31,46.9810
90CL,"DIAMOND M RANCH",39,34,19.5660,-122,36,33.9750
CL04,"SKY WAY ESTATES",38,24,38.6780,-121,14,05.8120
8CL2,"LUCCHETTI RANCH",38,25,24.6770,-121,13,38.8110
25CN,"PLATFORM HOLLY",34,23,23.0000,-119,54,21.5000
99CL,"EL MIRAGE FIELD ADELANTO",34,37,29.9640,-117,36,18.2010
EMT,"SAN GABRIEL VALLEY",34,05,09.6320,-118,02,05.4430
CL27,"WELLS FARGO-EL MONTE",34,04,12.5300,-118,04,18.7500
CN33,"AIRPORT IMPERIAL BLDG HELISTOP",33,55,49.3500,-118,23,48.8200
4CA6,"CHEVRON REFINERY",33,54,52.0900,-118,25,37.9900
CL03,"AIRPORT TOWERS NR 1",33,55,00.8000,-118,23,41.6000
32CN,"PACIFIC BELL-2300 IMPERIAL HWY",33,55,49.5600,-118,22,57.1500
CL02,"KILROY AIRPORT CENTER",33,55,47.5300,-118,23,06.0300
BLU,"BLUE CANYON - NYACK",39,16,29.9000,-120,42,35.1000
8CL1,"LAKE WOHLFORD RESORT",33,11,10.1360,-117,00,07.1050
37CL,"LYALL",33,19,28.1220,-116,59,25.0980
CL48,"PALOMAR HEALTH DOWNTOWN CAMPUS",33,07,28.3000,-117,04,32.2500
6CA7,"PALOMAR MEDICAL CENTER",33,07,20.5400,-117,07,18.5400
O19,"KNEELAND",40,43,08.2300,-123,55,37.9800
EKA,"MURRAY FIELD",40,48,12.2000,-124,06,46.1000
O33,"SAMOA FIELD",40,46,51.1000,-124,12,44.2000
O63,"EXETER",36,14,32.9200,-119,08,57.9000
SUU,"TRAVIS AFB",38,15,52.3320,-121,55,26.8733
L18,"FALLBROOK COMMUNITY AIRPARK",33,21,15.0000,-117,15,03.0000
O89,"FALL RIVER MILLS",41,01,02.5000,-121,26,05.9000
74CA,"FLYING GLUEPIE RANCH",38,28,03.3800,-120,48,12.5400
L73,"POSO-KERN COUNTY",35,35,47.0000,-119,07,41.8000
CN29,"J-B",37,56,06.7290,-121,00,55.7800
6CL3,"WILLIAM SHELLS CO",34,22,48.6000,-118,52,06.5300
F34,"FIREBAUGH",36,51,35.9590,-120,27,52.0830
CN22,"MERCEY HOT SPRINGS",36,42,23.4750,-120,51,36.1250
5CA7,"AGRO-WEST",36,20,09.8260,-120,14,50.5300
CN16,"MERCY HOSPITAL OF FOLSOM",38,40,15.1000,-121,08,34.2200
94CA,"KAISER HOSPITAL",34,04,21.1600,-117,25,57.0900
CA29,"FONTANA POLICE",34,06,05.9100,-117,26,01.2600
41CA,"SILVER CREEK RANCH",40,19,03.5280,-123,15,14.0890
A28,"FORT BIDWELL",41,52,35.4000,-120,08,47.9000
CN01,"MENDOCINO COAST DISTRICT HOSPITAL",39,25,54.8400,-123,47,58.6200
82CL,"FORT BRAGG",39,28,27.5970,-123,47,44.0540
HGT,"TUSI AHP (HUNTER LIGGETT)",35,59,36.7476,-121,14,11.9849
A30,"SCOTT VALLEY",41,33,28.0000,-122,51,17.8000
BYS,"BICYCLE LAKE AAF",35,16,49.9090,-116,37,48.1060
FOT,"ROHNERVILLE",40,33,14.2000,-124,07,57.6000
93CA,"FOUNTAIN VALLEY RGNL HOSPITAL",33,42,50.2500,-117,56,08.6400
11CA,"TURNER FIELD",36,40,23.8190,-119,43,17.5030
CN38,"FLYING B RANCH",38,20,28.6830,-121,26,14.8280
F72,"FRANKLIN FIELD",38,18,14.4000,-121,25,45.5000
02CL,"CONOVER AIR LODGE",34,45,39.9310,-119,03,32.3750
CL05,"FIRST INTERSTATE BANK OPERATIONS CENTER",37,32,52.8600,-121,58,46.1500
CL64,"WASHINGTON HOSPITAL PARKING STRUCTURE HELIPORT",37,33,26.9000,-121,58,41.3000
FCH,"FRESNO CHANDLER EXECUTIVE",36,43,55.6000,-119,49,13.2000
CN51,"COMMUNITY RGNL MEDICAL CENTER",36,44,37.2700,-119,47,06.9800
FAT,"FRESNO YOSEMITE INTL",36,46,35.6000,-119,43,07.8000
E79,"SIERRA SKY PARK",36,50,24.6000,-119,52,09.8000
FUL,"FULLERTON MUNI",33,52,19.2510,-117,58,47.2230
2CL9,"MUSTANG",38,20,03.6860,-121,18,12.8160
51CL,"VETTERS SKY RANCH",38,13,49.6980,-121,13,19.8070
O16,"GARBERVILLE",40,05,07.5600,-123,48,50.9250
0O9,"WARD FIELD",41,50,44.1000,-123,59,05.2000
E36,"GEORGETOWN",38,55,16.0000,-120,51,53.3000
29CN,"MILLER'S MOTHER LODE",38,50,59.6430,-120,50,03.7660
5CL2,"ST LOUISE RGNL HOSPITAL",37,02,08.1600,-121,34,16.0000
95CL,"VERDUGO HILLS HOSPITAL",34,12,14.8900,-118,13,02.2900
CL06,"GLENDALE ADVENTIST MEDICAL CENTER/GAMC",34,09,06.0900,-118,13,50.0600
CL19,"BANK OF AMERICA GLENDALE",34,09,19.3600,-118,15,25.2000
0CL4,"700 NORTH BRAND",34,09,25.8900,-118,15,16.6000
5CA0,"DREAMWORKS HELISTOP GLENDALE",34,09,30.1300,-118,17,08.9500
2CL7,"GLENDALE PLAZA EMERGENCY",34,09,20.2500,-118,15,31.0000
06CL,"ABC7-TV",34,09,26.2600,-118,17,19.3800
14CL,"FOOTHILL PRESBYTERIAN HOSPITAL",34,08,00.4800,-117,52,14.5100
CL29,"CAMINO AIRSTRIP",34,50,06.9232,-114,57,25.0893
89CL,"ELWOOD ONSHORE FACILITY",34,25,48.9800,-119,54,43.5000
